Genes	min	max	gen_len
AT1G52990	19740503	19743449	2947
AT1G53000	19745330	19747804	2475
AT1G53010	19747847	19748383	537
AT1G53023	19754214	19755843	1630
AT1G53025	19756788	19759474	2687
AT1G53030	19760224	19760442	219
AT1G53035	19761743	19762318	576
AT1G53040	19764567	19766870	2304
AT1G53050	19772574	19775531	2958
AT1G53060	19776052	19776780	729
AT1G53070	19778371	19779189	819
AT1G53080	19781368	19782219	852
AT1G53090	19783748	19786690	2943
AT1G53100	19786937	19788504	1568
AT1G53110	19790434	19792016	1583
AT1G53120	19792798	19794605	1808
AT1G53130	19794947	19795453	507
AT1G53140	19799271	19802441	3171
AT1G53160	19806478	19807390	913
AT1G53163	19812292	19813194	903
AT1G53165	19814386	19819233	4848
AT1G53170	19821539	19822096	558
AT1G53180	19831363	19832727	1365
AT1G53190	19838072	19840003	1932
AT1G53200	19840486	19843169	2684
AT1G53210	19844790	19847533	2744
AT1G53230	19850260	19851435	1176
AT1G53240	19854966	19856802	1837
AT1G53250	19857468	19859156	1689
AT1G53260	19859393	19860421	1029
AT1G53265	19861098	19861475	378
AT1G53270	19862878	19864650	1773
AT1G53280	19864942	19867341	2400
AT1G53282	19868004	19868335	332
AT1G53285	19869770	19870076	307
AT1G53290	19871353	19873251	1899
AT1G53300	19879726	19882375	2650
AT1G53310	19884261	19888070	3810
AT1G53320	19891237	19893429	2193
AT1G53325	19895227	19895733	507
AT1G53330	19896027	19897442	1416
AT1G53340	19898928	19901003	2076
AT1G53345	19902561	19903538	978
AT1G53350	19903899	19906912	3014
AT1G53360	19907179	19908548	1370
AT1G53366	19909840	19909977	138
AT1G53370	19910516	19911646	1131
AT1G53380	19913341	19914702	1362
AT1G53390	19918197	19923579	5383
AT1G53400	19925009	19926400	1392
AT1G53420	19926626	19931494	4869
AT1G53430	19935298	19940959	5662
AT1G53440	19945959	19951562	5604
AT1G53450	19951747	19953839	2093
AT1G53460	19954558	19956509	1952
AT1G53470	19958587	19961578	2992
AT1G53480	19963476	19964712	1237
AT1G53490	19965146	19966811	1666
AT1G53500	19967157	19969239	2083
AT1G53510	19970961	19974158	3198
AT1G53520	19976485	19977915	1431
AT1G53530	19978249	19979778	1530
AT1G53540	19980510	19980983	474
AT1G53541	19981385	19981495	111
AT1G53542	19981628	19981813	186
AT1G53550	19983411	19984637	1227
AT1G53560	19984908	19985960	1053
AT1G53570	19987391	19990733	3343
AT1G53580	19991542	19993250	1709
AT1G53590	19996556	20000127	3572
AT1G53600	20001263	20003416	2154
AT1G53610	20008996	20009320	325
AT1G53620	20011602	20011907	306
AT1G53625	20014545	20014814	270
AT1G53633	20017504	20017932	429
AT1G53635	20019500	20019739	240
AT1G53640	20020885	20025461	4577
AT1G53645	20026434	20028587	2154
AT1G53650	20029262	20031243	1982
AT1G53655	20032757	20033501	745
AT1G53660	20033978	20035946	1969
AT1G53670	20036687	20038074	1388
AT1G53680	20038358	20039117	760
AT1G53690	20042699	20043344	646
AT1G53700	20048604	20050034	1431
AT1G53705	20050475	20051451	977
AT1G53708	20052530	20053032	503
AT1G53710	20053339	20056271	2933
AT1G53720	20057012	20059508	2497
AT1G53730	20061771	20065475	3705
AT1G53750	20065921	20068324	2404
AT1G53760	20069159	20070918	1760
AT1G53770	20071460	20073708	2249
AT1G53780	20074212	20077713	3502
AT1G53790	20079558	20081394	1837
AT1G53800	20081888	20084320	2433
AT1G53815	20090249	20090962	714
AT1G53820	20091491	20092423	933
AT1G53830	20098562	20100745	2184
AT1G53840	20101533	20103458	1926
AT1G53850	20104131	20105792	1662
AT1G53860	20107165	20109458	2294
AT1G53870	20112295	20113094	800
AT1G53875	20114997	20115767	771
AT1G53880	20115961	20118269	2309
AT1G53885	20119798	20120277	480
AT1G53887	20122613	20122708	96
AT1G53890	20124860	20125995	1136
AT1G53900	20127562	20130834	3273
AT1G53903	20132363	20132842	480
AT1G53910	20135242	20136581	1340
AT1G53920	20137725	20139637	1913
AT1G53930	20140411	20140887	477
AT1G53935	20142065	20142604	540
AT1G53940	20143279	20144803	1525
AT1G53945	20146448	20146813	366
AT1G53950	20147611	20148045	435
AT1G53970	20148439	20148805	367
AT1G53980	20149334	20149609	276
AT1G53990	20151016	20152752	1737
AT1G54000	20154548	20156365	1818
AT1G54010	20158854	20160747	1894
AT1G54020	20161805	20163706	1902
AT1G54030	20167685	20169476	1792
AT1G54040	20170995	20173885	2891
AT1G54050	20179558	20180122	565
AT1G54060	20180972	20182123	1152
AT1G54070	20182683	20183242	560
AT1G54080	20183923	20186824	2902
AT1G54090	20189737	20191605	1869
AT1G54095	20193271	20193723	453
AT1G54100	20195435	20198853	3419
AT1G54110	20199350	20201623	2274
AT1G54115	20202118	20204052	1935
AT1G54120	20207078	20207452	375
AT1G54130	20211177	20213761	2585
AT1G54140	20214076	20214869	794
AT1G54150	20215480	20217303	1824
AT1G54160	20217581	20218706	1126
AT1G54170	20221353	20224919	3567
AT1G54180	20227697	20229728	2032
AT1G54200	20235855	20236955	1101
AT1G54210	20241278	20242020	743
AT1G54215	20243118	20243627	510
AT1G54217	20244346	20245005	660
AT1G54220	20246460	20250208	3749
AT1G54230	20250954	20252151	1198
AT1G54240	20253088	20254494	1407
AT1G54250	20255210	20256335	1126
AT1G54260	20257340	20259176	1837
AT1G54270	20260495	20262018	1524
AT1G54280	20262766	20267293	4528
AT1G54290	20268710	20269390	681
AT1G54300	20270810	20272009	1200
AT1G54310	20273567	20275449	1883
AT1G54320	20275732	20277793	2062
AT1G54330	20279715	20280889	1175
AT1G54340	20283520	20286506	2987
AT1G54350	20286917	20290245	3329
AT1G54360	20290558	20293160	2603
AT1G54370	20293353	20297129	3777
AT1G54380	20298287	20300899	2613
AT1G54385	20301289	20303048	1760
AT1G54390	20304833	20306943	2111
AT1G54400	20307667	20308768	1102
AT1G54410	20310305	20310601	297
AT1G54420	20311619	20312418	800
AT1G54440	20323284	20327931	4648
AT1G54445	20332428	20332862	435
AT1G54450	20336570	20339535	2966
AT1G54460	20340907	20342900	1994
AT1G54470	20344738	20347339	2602
AT1G54475	20348403	20349032	630
AT1G54490	20350300	20356650	6351
AT1G54500	20357084	20357671	588
AT1G54510	20358603	20362006	3404
AT1G54520	20363565	20365874	2310
AT1G54530	20366505	20366888	384
AT1G54540	20367702	20368421	720
AT1G54550	20369689	20370777	1089
AT1G54560	20371649	20379871	8223
AT1G54570	20380649	20384953	4305
AT1G54575	20387040	20387414	375
AT1G54580	20389572	20390770	1199
AT1G54590	20391560	20393457	1898
AT1G54610	20393962	20396902	2941
AT1G54620	20400437	20401015	579
AT1G54630	20401642	20402919	1278
AT1G54640	20403892	20404807	916
AT1G54650	20405813	20407746	1934
AT1G54680	20413054	20414482	1429
AT1G54690	20414607	20415206	600
AT1G54700	20415903	20416082	180
AT1G54710	20417019	20420733	3715
AT1G54720	20422831	20423754	924
AT1G54730	20424471	20429978	5508
AT1G54740	20430839	20431738	900
AT1G54760	20433912	20434397	486
AT1G54770	20434803	20435815	1013
AT1G54773	20436623	20436783	161
AT1G54775	20437784	20438014	231
AT1G54780	20439533	20440953	1421
AT1G54790	20441124	20443997	2874
AT1G54820	20447370	20450761	3392
AT1G54830	20451672	20452325	654
AT1G54840	20452801	20453932	1132
AT1G54850	20454440	20455994	1555
AT1G54860	20457522	20458434	913
AT1G54870	20459005	20460417	1413
AT1G54890	20463107	20464407	1301
AT1G54920	20470916	20474898	3983
AT1G54930	20478267	20479671	1405
AT1G54940	20481690	20484541	2852
AT1G54950	20488339	20491275	2937
AT1G54953	20495112	20495432	321
AT1G54957	20497962	20498263	302
AT1G54960	20499923	20503587	3665
AT1G54970	20505000	20506238	1239
AT1G54980	20507375	20508355	981
AT1G54990	20511565	20513489	1925
AT1G55000	20514762	20516166	1405
AT1G55010	20517078	20517403	326
AT1G55020	20525798	20530143	4346
AT1G55030	20530417	20531892	1476
AT1G55040	20534895	20538901	4007
AT1G55050	20542779	20545612	2834
AT1G55060	20549533	20550225	693
AT1G55070	20551452	20552633	1182
AT1G55080	20553121	20554174	1054
AT1G55090	20554857	20558188	3332
AT1G55110	20560406	20562625	2220
AT1G55120	20566066	20569165	3100
AT1G55130	20569654	20572266	2613
AT1G55140	20572503	20574332	1830
AT1G55150	20574634	20577141	2508
AT1G55152	20577944	20578123	180
AT1G55160	20578476	20579803	1328
AT1G55170	20580578	20581706	1129
AT1G55175	20582965	20584430	1466
AT1G55180	20585057	20587629	2573
AT1G55190	20588450	20589019	570
AT1G55200	20589309	20592049	2741
AT1G55205	20594584	20595677	1094
AT1G55207	20596091	20596324	234
AT1G55210	20598057	20598620	564
AT1G55220	20600883	20601436	554
AT1G55230	20602895	20603797	903
AT1G55240	20605015	20606185	1171
AT1G55250	20607214	20612302	5089
AT1G55260	20614663	20616158	1496
AT1G55265	20617326	20617853	528
AT1G55270	20618333	20619925	1593
AT1G55280	20623099	20624668	1570
AT1G55290	20626208	20627397	1190
AT1G55300	20628154	20629490	1337
AT1G55310	20630676	20632695	2020
AT1G55320	20633371	20636659	3289
AT1G55325	20637594	20647714	10121
AT1G55330	20648634	20648810	177
AT1G55335	20648602	20648832	231
AT1G55340	20652605	20653469	865
AT1G55350	20654463	20664501	10039
AT1G55360	20666526	20668502	1977
AT1G55365	20673983	20674363	381
AT1G55370	20674852	20676071	1220
AT1G55380	20676622	20678607	1986
AT1G55390	20680989	20683043	2055
AT1G55420	20691775	20693952	2178
AT1G55430	20697649	20699622	1974
AT1G55440	20701499	20703460	1962
AT1G55450	20705274	20706825	1552
AT1G55460	20707567	20708802	1236
AT1G55475	20711977	20712586	610
AT1G55480	20713822	20715351	1530
AT1G55490	20715717	20718673	2957
AT1G55500	20719747	20722450	2704
AT1G55510	20723482	20725505	2024
AT1G55520	20726150	20727483	1334
AT1G55530	20729472	20730527	1056
AT1G55535	20732081	20733802	1722
AT1G55540	20734759	20743049	8291
AT1G55546	20743828	20745109	1282
AT1G55550	20748915	20752862	3948
AT1G55560	20754474	20756527	2054
AT1G55570	20757882	20759771	1890
AT1G55580	20764106	20765443	1338
AT1G55590	20769476	20771756	2281
AT1G55600	20774049	20776293	2245
AT1G55610	20779874	20783374	3501
AT1G55620	20787338	20790990	3653
AT1G55630	20791817	20793250	1434
AT1G55640	20793771	20794334	564
AT1G55650	20796340	20798481	2142
AT1G55660	20800694	20802340	1647
AT1G55670	20802874	20803356	483
AT1G55673	20802971	20803381	411
AT1G55675	20803854	20804180	327
AT1G55680	20804988	20807294	2307
AT1G55690	20808622	20811831	3210
AT1G55700	20821601	20823640	2040
AT1G55710	20825924	20826142	219
AT1G55720	20828118	20830595	2478
AT1G55730	20831387	20833941	2555
AT1G55740	20835507	20838707	3201
AT1G55750	20840449	20845135	4687
AT1G55755	20846115	20847576	1462
AT1G55760	20847117	20848507	1391
AT1G55770	20851039	20851566	528
AT1G55775	20852685	20853310	626
AT1G55790	20854030	20856069	2040
AT1G55800	20856785	20857579	795
AT1G55803	20857623	20858235	613
AT1G55805	20858956	20859438	483
AT1G55810	20861193	20864003	2811
AT1G55820	20864397	20867418	3022
AT1G55830	20867918	20870205	2288
AT1G55840	20873891	20876018	2128
AT1G55850	20876752	20879414	2663
AT1G55860	20879900	20892910	13011
AT1G55865	20893943	20895393	1451
AT1G55870	20895663	20898359	2697
AT1G55880	20899292	20901140	1849
AT1G55890	20901364	20902560	1197
AT1G55900	20903163	20905420	2258
AT1G55910	20906161	20907225	1065
AT1G55915	20907501	20909429	1929
AT1G55917	20911125	20912277	1153
AT1G55920	20912378	20913322	945
AT1G55928	20917471	20918367	897
AT1G55930	20918895	20922133	3239
AT1G55940	20922345	20924581	2237
AT1G55945	20923651	20924243	593
AT1G55947	20925041	20925619	579
AT1G55950	20926839	20927498	660
AT1G55960	20927962	20929825	1864
AT1G55970	20932451	20938290	5840
AT1G55980	20938899	20941767	2869
AT1G55990	20942487	20942951	465
AT1G56000	20944149	20946101	1953
AT1G56010	20946852	20949144	2293
AT1G56020	20952216	20953412	1197
AT1G56030	20957098	20958550	1453
AT1G56040	20960356	20961870	1515
AT1G56045	20962686	20963268	583
AT1G56050	20963793	20966181	2389
AT1G56060	20966737	20967133	397
AT1G56070	20968245	20971077	2833
AT1G56080	20974457	20976215	1759
AT1G56085	20976515	20977541	1027
AT1G56090	20977989	20979407	1419
AT1G56100	20980369	20983979	3611
AT1G56105	20983737	20984402	666
AT1G56110	20984544	20986893	2350
AT1G56120	20987288	20993147	5860
AT1G56130	20994931	21000887	5957
AT1G56140	21001708	21007725	6018
AT1G56145	21008225	21013934	5710
AT1G56150	21017432	21017764	333
AT1G56160	21022384	21023444	1061
AT1G56170	21025118	21025717	600
AT1G56180	21026243	21028047	1805
AT1G56190	21028403	21030454	2052
AT1G56200	21030852	21031886	1035
AT1G56210	21035715	21037019	1305
AT1G56220	21043339	21044469	1131
AT1G56225	21044756	21045708	953
AT1G56230	21046111	21048959	2849
AT1G56233	21050611	21051017	407
AT1G56240	21056351	21057409	1059
AT1G56250	21061746	21062844	1099
AT1G56260	21064647	21065577	931
AT1G56270	21071148	21071636	489
AT1G56280	21073366	21074725	1360
AT1G56290	21075939	21078608	2670
AT1G56300	21079022	21080168	1147
AT1G56310	21082863	21085564	2702
AT1G56320	21085722	21086459	738
AT1G56330	21086845	21088478	1634
AT1G56340	21090022	21092630	2609
AT1G56345	21093409	21094454	1046
AT1G56350	21094840	21097826	2987
AT1G56360	21098603	21100842	2240
AT1G56380	21101327	21102701	1375
AT1G56385	21106315	21106773	459
AT1G56400	21111805	21113621	1817
AT1G56410	21117147	21119241	2095
AT1G56415	21119895	21120280	386
AT1G56418	21122071	21122448	378
AT1G56420	21122772	21124234	1463
AT1G56423	21129075	21130558	1484
AT1G56430	21137023	21137997	975
AT1G56440	21138765	21141482	2718
AT1G56450	21141970	21144186	2217
AT1G56460	21146765	21149472	2708
AT1G56500	21159775	21167092	7318
AT1G56510	21167704	21172260	4557
AT1G56520	21174880	21178920	4041
AT1G56530	21179237	21180888	1652
AT1G56540	21181664	21185306	3643
AT1G56550	21185836	21188070	2235
AT1G56553	21189722	21190089	368
AT1G56555	21191121	21192217	1097
AT1G56560	21192593	21194948	2356
AT1G56570	21195804	21197721	1918
AT1G56580	21198402	21198902	501
AT1G56590	21202250	21204697	2448
AT1G56600	21207620	21209291	1672
AT1G56610	21212189	21213960	1772
AT1G56620	21219818	21220357	540
AT1G56630	21223593	21226943	3351
AT1G56650	21233714	21235089	1376
AT1G56660	21238809	21240377	1569
AT1G56670	21241688	21243965	2278
AT1G56680	21250428	21251486	1059
AT1G56690	21253817	21255931	2115
AT1G56700	21256743	21257640	898
AT1G56710	21258206	21259922	1717
AT1G56720	21263630	21265559	1930
AT1G57540	21310478	21311215	738
AT1G57550	21312541	21312809	269
AT1G57560	21316851	21317959	1109
AT1G57565	21319635	21320213	579
AT1G57570	21321717	21324284	2568
AT1G57580	21325079	21326252	1174
AT1G57590	21327458	21329707	2250
AT1G57600	21330729	21334596	3868
AT1G57610	21337449	21338412	964
AT1G57613	21340183	21340716	534
AT1G57620	21342863	21344581	1719
AT1G57630	21345639	21346157	519
AT1G57650	21351291	21354311	3021
AT1G57660	21355567	21356364	798
AT1G57670	21357169	21359872	2704
AT1G57680	21362749	21363837	1089
AT1G57690	21366721	21368150	1430
AT1G57700	21371051	21373860	2810
AT1G57720	21377873	21380114	2242
AT1G57730	21380858	21381382	525
AT1G57750	21384186	21385679	1494
AT1G57760	21390082	21390429	348
AT1G57765	21393493	21394534	1042
AT1G57770	21395254	21398135	2882
AT1G57775	21399721	21400068	348
AT1G57777	21401369	21401716	348
AT1G57780	21403000	21404228	1229
AT1G57790	21404578	21405636	1059
AT1G57800	21408747	21412283	3537
AT1G57820	21414342	21417902	3561
AT1G57830	21420297	21420803	507
AT1G57850	21425481	21427993	2513
AT1G57860	21430034	21430827	794
AT1G57870	21431138	21434877	3740
AT1G57906	21435427	21436810	1384
AT1G57943	21437602	21438889	1288
AT1G57980	21439444	21440732	1289
AT1G57990	21441700	21442872	1173
AT1G58007	21446237	21447059	823
AT1G58025	21457755	21461757	4003
AT1G58030	21464185	21468141	3957
AT1G58037	21473505	21474536	1032
AT1G58050	21478590	21487839	9250
AT1G58055	21488741	21489064	324
AT1G58060	21489480	21501775	12296
AT1G58070	21502968	21503822	855
AT1G58080	21504562	21507429	2868
AT1G58090	21510510	21511625	1116
AT1G58100	21512680	21513885	1206
AT1G58110	21515919	21517374	1456
AT1G58120	21520962	21522224	1263
AT1G58150	21530103	21530458	356
AT1G58160	21533724	21534440	717
AT1G58170	21536188	21536745	558
AT1G58180	21538010	21539711	1702
AT1G58190	21540720	21547996	7277
AT1G58200	21548370	21552488	4119
AT1G58210	21553621	21554466	846
AT1G58215	21555085	21558056	2972
AT1G58220	21558388	21562669	4282
AT1G58223	21558383	21558764	382
AT1G58225	21564205	21565067	863
AT1G58230	21566331	21578865	12535
AT1G58235	21580417	21580641	225
AT1G58242	21582086	21582361	276
AT1G58245	21584264	21584524	261
AT1G58248	21586036	21586311	276
AT1G58250	21587317	21601373	14057
AT1G58260	21605752	21607995	2244
AT1G58265	21610909	21611388	480
AT1G58270	21612394	21614089	1696
AT1G58280	21620497	21622611	2115
AT1G58290	21624028	21626051	2024
AT1G58300	21628015	21629996	1982
AT1G58310	21631947	21633642	1696
AT1G58320	21634123	21635303	1181
AT1G58330	21641150	21641827	678
AT1G58340	21653162	21655117	1956
AT1G58350	21663131	21666827	3697
AT1G58360	21676623	21680313	3691
AT1G58370	21684537	21688209	3673
AT1G58380	21689115	21690085	971
AT1G58390	21690962	21693891	2930
AT1G58400	21696165	21699118	2954
AT1G58410	21701286	21704255	2970
AT1G58420	21707407	21707946	540
AT1G58430	21711684	21712992	1309
AT1G58440	21714094	21717246	3153
AT1G58450	21718014	21718916	903
AT1G58460	21721404	21722429	1026
AT1G58470	21727374	21728539	1166
AT1G58520	21729913	21738165	8253
AT1G58525	21729913	21731344	1432
AT1G58602	21760167	21763765	3599
AT1G58643	21767342	21769456	2115
AT1G58684	21770021	21771217	1197
AT1G58725	21771935	21773365	1431
AT1G58766	21774386	21776765	2380
AT1G58807	21780574	21783793	3220
AT1G58848	21792140	21795455	3316
AT1G58936	21803600	21805714	2115
AT1G58983	21806279	21807475	1197
AT1G59030	21808193	21809623	1431
AT1G59077	21810644	21813023	2380
AT1G59124	21816832	21820051	3220
AT1G59171	21822248	21822548	301
AT1G59218	21828398	21831713	3316
AT1G59312	21839858	21841972	2115
AT1G59359	21842537	21843733	1197
AT1G59406	21844451	21845881	1431
AT1G59453	21846902	21849281	2380
AT1G59460	21850221	21850909	689
AT1G59470	21850809	21853384	2576
AT1G59500	21854493	21856614	2122
AT1G59510	21859768	21860913	1146
AT1G59520	21861589	21866016	4428
AT1G59530	21868262	21868708	447
AT1G59540	21874083	21879382	5300
AT1G59550	21879649	21880788	1140
AT1G59560	21881741	21883632	1892
AT1G59580	21884521	21885743	1223
AT1G59590	21887860	21888495	636
AT1G59600	21889927	21891910	1984
AT1G59610	21893413	21900780	7368
AT1G59620	21902627	21905527	2901
AT1G59630	21907177	21907955	779
AT1G59640	21909464	21911030	1567
AT1G59650	21920099	21922670	2572
AT1G59660	21924693	21929233	4541
AT1G59670	21930035	21931228	1194
AT1G59675	21931833	21932403	571
AT1G59680	21933012	21934216	1205
AT1G59690	21935310	21935820	511
AT1G59700	21936459	21937763	1305
AT1G59710	21938623	21939673	1051
AT1G59720	21939868	21941784	1917
AT1G59722	21944689	21945221	533
AT1G59723	21945619	21946099	481
AT1G59724	21947992	21948482	491
AT1G59725	21950738	21952210	1473
AT1G59730	21952759	21953392	634
AT1G59740	21968227	21972312	4086
AT1G59750	21980414	21984193	3780
AT1G59760	21984571	21990110	5540
AT1G59780	21993458	21997691	4234
AT1G59790	22001504	22003462	1959
AT1G59800	22004964	22006172	1209
AT1G59810	22008604	22009455	852
AT1G59820	22011599	22020023	8425
AT1G59830	22020708	22022293	1586
AT1G59833	22023337	22023714	378
AT1G59835	22025041	22025421	381
AT1G59840	22026569	22028174	1606
AT1G59850	22028509	22030207	1699
AT1G59860	22031474	22031941	468
AT1G59865	22032323	22033297	975
AT1G59870	22034661	22039844	5184
AT1G59885	22042308	22042815	508
AT1G59890	22044326	22050812	6487
AT1G59900	22051368	22053660	2293
AT1G59910	22054167	22057052	2886
AT1G59920	22059424	22059822	399
AT1G59930	22061083	22061481	399
AT1G59940	22065894	22067171	1278
AT1G59950	22068033	22070588	2556
AT1G59960	22071410	22073067	1658
AT1G59970	22073601	22074683	1083
AT1G59980	22081069	22083491	2423
AT1G59990	22090369	22092885	2517
